conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/001d46db-035e-4b92-83a3-ed8771e0c123,former le personnel à la réduction des déchets alimentaires,released,skill/competence,sector-specific," ","Mettre en place de nouvelles formations et des dispositions liées à la formation professionnelle pour renforcer les connaissances du personnel sur la prévention du gaspillage alimentaire et les pratiques de recyclage des denrées alimentaires. Veiller à ce que le personnel comprenne les méthodes et outils de recyclage des denrées alimentaires, par exemple le tri des déchets.
	",http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488,former aux procédures opérationnelles
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0037c821-2898-4919-b96e-7ed1cd89554c,élaborer des concepts d’économie d’énergie,released,skill/competence,cross-sector," ","Utiliser les résultats des recherches en cours et collaborer avec des experts pour optimiser ou développer des concepts, des équipements et des procédés de production qui nécessitent moins d’énergie, tels que de nouvelles pratiques d’isolation et de nouveaux matériaux.",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c | http://data.europa.eu/esco/skill/c2a0c52c-0b4b-4180-a918-92650ea3b458,élaborer des politiques et procédures opérationnelles | penser de manière innovante
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0058526a-11e9-40a1-ab33-7c5ffdf5da05,mener des recherches sur la flore,released,skill/competence,sector-specific," ","Recueillir et analyser des données sur les plantes afin de découvrir leurs aspects fondamentaux, tels que l’origine, l’anatomie et la fonction.",http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d,analyser des données scientifiques et médicales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00735755-adc6-4ea0-b034-b8caff339c9f,installer une pompe à chaleur,released,skill/competence,cross-sector," ","Installer des pompes à chaleur, qui utilisent les propriétés physiques de substances appelées frigorigènes pour extraire la chaleur d’un environnement et la libérer dans un environnement plus chaud, à l’encontre du flux de chaleur spontané. Créer les ouvertures nécessaires, et installer les parties intérieures et extérieures de la pompe à chaleur. Brancher l’électricité et les conduits éventuels, et configurer la pompe à chaleur.",http://data.europa.eu/esco/skill/b85caa4a-f04b-4331-80df-11404fd71225,"installer des équipements de chauffage, de ventilation et d’air conditionné"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0082c13b-5866-4542-bc4f-722a4ae9530e,concevoir des installations de biomasse,released,skill/competence,sector-specific," ","Concevoir le système énergétique issu de la biomasse. Déterminer les limites en matière de construction telles que l’espace et le poids nécessaires. Calculer des indicateurs tels que la puissance, le débit et les températures. Réaliser des descriptions et des dessins détaillés du modèle.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,concevoir des systèmes ou équipements électriques ou électroniques
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/013a64b9-5e74-4f7f-af5b-9ec76715238b,inspecter des installations offshore,released,skill/competence,cross-sector," ","Effectuer des inspections régulières pendant et après la construction d’installations offshore, telles que les plateformes pétrolières, afin de garantir la minimisation des risques et le respect des réglementations.",http://data.europa.eu/esco/skill/efbb3d3b-a41c-4e0a-90a8-8e611eb1db9f,"prodiguer des conseils relatifs à des questions juridiques, réglementaires ou procédurales"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0171653e-c8e9-4c24-bb86-a4b6fe038f25,adopter des stratégies de promotion de la biodiversité et du bien-être animal,released,skill/competence,transversal," ","Adopter des comportements qui contribuent au maintien d’écosystèmes stables et à la lutte contre l’extinction de masse, par exemple en faisant des choix alimentaires conscients qui soutiennent la production alimentaire biologique et le bien-être animal.
  ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,mettre en application des aptitudes et des compétences liées à l’environnement
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/01895f13-1989-4756-80d6-9b9ee19ddb32,réaliser une étude de faisabilité sur les systèmes de gestion d’immeubles,released,skill/competence,sector-specific," ","Évaluer et estimer le potentiel d’un système de gestion d’immeubles. Réaliser une étude normalisée pour déterminer la part d’économie d’énergie, les coûts et les limites, et mener des recherches à l’appui du processus décisionnel.
	",http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06 | http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702,analyser des opérations commerciales | mener une étude de faisabilité
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02619401-8e21-46e5-8f19-204747fd755d,éliminer des matériaux contaminés,released,skill/competence,sector-specific," ",Éliminer les matériaux et équipements contaminés par des substances dangereuses afin de protéger l’environnement de toute contamination ultérieure et de traiter ou d’éliminer les matériaux contaminés.,http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e | http://data.europa.eu/esco/skill/3727f0d3-da1b-4ce3-a9cb-efe6130fe41f,manipuler et éliminer des matériaux dangereux | évaluer une contamination
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02e235f4-a30a-412a-a06e-1c471ad28678,suivre des procédures de contrôle des substances dangereuses pour la santé,released,skill/competence,sector-specific," ","Respecter les procédures de contrôle des substances dangereuses pour la santé (COSHH) pour les activités impliquant des substances dangereuses, comme les bactéries, les allergènes, les huiles usées, les peintures ou les liquides de freins, qui peuvent provoquer des maladies ou des blessures.
	",http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e | http://data.europa.eu/esco/skill/d2d9051a-10e1-41c5-9cfb-bbdc58016176,manipuler et éliminer des matériaux dangereux | respecter les consignes de sécurité dans les pratiques de travail
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/032867c3-3c53-42ad-aabe-030eeb6292ab,mesurer des arbres,released,skill/competence,cross-sector," ","Prendre toutes les mesures pertinentes d’un arbre : utiliser un clinomètre pour mesurer la hauteur, du ruban adhésif pour mesurer la circonférence, et des foreurs incrémentiels et des écorceurs pour estimer le taux de croissance.",http://data.europa.eu/esco/skill/ab75d510-ac75-482d-b671-bb3bad741f07 | http://data.europa.eu/esco/skill/23d7bd85-d8d5-4455-b64d-3b0998f2425d,effectuer des mesures d’ordre professionnel | mesurer des dimensions et des propriétés connexes
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03d93bf5-3c09-489c-a0d7-a895b068041a,sauver des animaux,released,skill/competence,sector-specific," ",Sauver les animaux trouvés dans des situations présentant une menace immédiate ou potentielle pour leur bien-être.,http://data.europa.eu/esco/skill/e9eb9c23-c1f4-4ce9-83c9-2f6a211cc536,maintenir et mettre en œuvre la sécurité physique
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04012dd1-478d-4eec-9951-dd623bfe86ca,agriculture climato-intelligente,released,knowledge,sector-specific," ","Une approche intégrée de la gestion du paysage qui vise à accroître la productivité alimentaire, à améliorer la résilience des cultures, à garantir la sécurité alimentaire, à réduire les émissions et à s’adapter au changement climatique.
   ",http://data.europa.eu/esco/isced-f/0811,culture et élevage
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/052b829c-67c5-466f-9300-0e0b001a68ef,préparer des contrats de performance énergétique,released,skill/competence,sector-specific," ","Préparer et examiner les contrats qui décrivent le rendement énergétique tout en s’assurant qu’ils sont conformes aux exigences légales.
	",http://data.europa.eu/esco/skill/7954861c-86d4-4529-afbb-2c23dab9ac74 | http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,négocier des compromis | faire de l’écriture technique ou académique
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0562cd60-cd92-47c3-bc63-30a55c5ca4fe,examiner des échantillons géochimiques,released,skill/competence,sector-specific," ","Analyser des échantillons de laboratoire à l’aide d’appareils tels que spectromètres, chromatographes en phase gazeuse, microscopes, microsondes et analyseurs de carbone. Déterminer l’âge et les caractéristiques des échantillons environnementaux tels que les minéraux, la roche ou la terre.",http://data.europa.eu/esco/skill/b5a1fc87-c9f2-41f4-a1ae-28e023715592 | http://data.europa.eu/esco/skill/d2e8f452-ac19-4eed-b984-8f55d2a5b763,effectuer des essais sur des échantillons | tester et analyser des substances
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05e5e14f-ffa6-4106-b311-c6335ccc2bd2,énergie solaire,released,knowledge,cross-sector," ","L’énergie issue de la lumière et de la chaleur du soleil, qui peut être exploitée et utilisée comme source d’énergie renouvelable grâce à l’utilisation de différentes technologies, telles que le photovoltaïque (PV) pour la production d’électricité et l’énergie thermique solaire (ETS) pour la production d’énergie thermique.",http://data.europa.eu/esco/isced-f/0713,électricité et énergie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0625e737-2b29-4835-ac28-aeec4a8dc0f2,tester des échantillons de production de papier,released,skill/competence,sector-specific," ","Acquérir des échantillons d’essai à différentes étapes du processus de désencrage et de recyclage du papier. Traiter les échantillons, par exemple en ajoutant une quantité mesurée de solution de colorant, et les tester pour déterminer des valeurs telles que le pH, la résistance au déchirement ou le degré de désintégration.",http://data.europa.eu/esco/skill/cd4b9e72-a18d-44bd-b227-14bbdd162dc1 | http://data.europa.eu/esco/skill/d2e8f452-ac19-4eed-b984-8f55d2a5b763,préparer des échantillons pour des essais | tester et analyser des substances
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/062ec888-7fd2-4b1e-860e-4cdcc9503ab3,gérer des permis d’exploitation de terres,released,skill/competence,sector-specific," ",Étudier l’impact potentiel de l’utilisation des ressources terrestres sur l’eau et le milieu aquatique. Faire des recommandations quant à l’approbation ou au rejet des permis à ces fins.,http://data.europa.eu/esco/skill/1bc1cf2a-a7f6-4769-a13b-cc26a2214498,"préparer de la documentation relative aux contrats, aux demandes ou aux permis"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06a4004d-ee47-44ff-ae2f-a038ba0c0256,réaliser une étude de faisabilité sur l’énergie produite par des petites éoliennes,released,skill/competence,sector-specific," ","Évaluer et estimer le potentiel des systèmes d’énergie produite par des petites éoliennes. Réaliser une étude normalisée pour estimer la demande d’électricité nécessaire du bâtiment, la part d’énergie produite par une petite éolienne par rapport à l’approvisionnement total, et mener des recherches à l’appui du processus décisionnel.
	",http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,mener une étude de faisabilité | analyser des opérations commerciales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/072f35a1-98e7-4a6c-9a19-474ace5644da,cultiver des végétaux pour la biomasse,released,skill/competence,sector-specific," ",Cultiver et transformer des végétaux pour la biomasse.,http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,cultiver des terres et des cultures
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/078e6210-224d-4331-9c8e-f881259b6bb0,usage sûr des pesticides,released,knowledge,sector-specific," ","Précautions et réglementations concernant le transport, le stockage et la manipulation des substances chimiques destinées à exterminer les organismes nuisibles.",http://data.europa.eu/esco/isced-f/0811,culture et élevage
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07c29939-d5fe-4f7f-8546-f1d02fd352db,inspecter les systèmes de silos,released,skill/competence,sector-specific," ",Inspecter les systèmes de silos pour réduire au minimum les émissions nocives pendant leur utilisation.,http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,se conformer aux lois et aux normes en matière de protection de l’environnement
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07ec6866-d283-46a6-991c-e8ce0c6fc159,interpréter des données scientifiques pour évaluer la qualité de l’eau,released,skill/competence,cross-sector," ",Analyser et interpréter des données comme les propriétés biologiques pour connaître la qualité de l’eau.,http://data.europa.eu/esco/skill/1aae38c8-f75a-4009-8aa0-c5fa94b06e6b | http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650 | http://data.europa.eu/esco/skill/36ff57b0-637d-4a83-a0e8-d14f86f9f078 | http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d,"gérer des analyses de qualité de l’eau | évaluer des données, des informations et des contenus numériques | analyser des données scientifiques | analyser des données scientifiques et médicales"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/081d7679-5070-4777-bece-a28c49f15636,politique environnementale,released,knowledge,cross-sector," ","Politiques locales, nationales et internationales concernant la promotion de la durabilité environnementale et le développement de projets destinés à réduire les incidences négatives sur l’environnement et à améliorer l’état de l’environnement.",http://data.europa.eu/esco/isced-f/0521,sciences environnementales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d,assurer la conformité à une législation environnementale,released,skill/competence,cross-sector," ","Surveiller les activités et effectuer les tâches visant à assurer le respect des normes en matière de protection de l’environnement et de durabilité, et modifier les activités en cas de modification de la législation environnementale. S’assurer que les processus sont conformes à la réglementation environnementale et aux meilleures pratiques.",http://data.europa.eu/esco/skill/1dae8445-12e5-423a-bb26-824010e299b9 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,assurer le respect des exigences légales | se conformer aux lois et aux normes en matière de protection de l’environnement
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08a5f6dd-d3dd-4371-9919-6d730f34499c,monter des panneaux photovoltaïques,released,skill/competence,occupation-specific," ",Installer solidement des panneaux photovoltaïques à l’aide d’un système de montage spécifique et dans la position et l’inclinaison définies.,http://data.europa.eu/esco/skill/30b280e7-2468-440b-a78f-f1e7f515d60a,"positionner des matériaux, des outils ou de l’équipement"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0aabb61b-5382-490a-bf44-375858f9cd3e,types de générateurs marémoteurs,released,knowledge,sector-specific," ","Les différents types de générateurs tels que les turbines à impulsions radiales, les turbines carénées, les dispositifs à effet Venturi, ou les turbines cerfs-volants. Ils sont utilisés pour tirer de l’énergie des courants d’eau dans les rivières ou dans les estuaires, profitant du marnage, ainsi que dans les courants sous-marins au large.
	",http://data.europa.eu/esco/isced-f/0713,électricité et énergie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ad6d5e8-593f-4191-843c-439b23a468ca,réaliser un audit énergétique,released,skill/competence,sector-specific," ",Analyser et évaluer la consommation d’énergie de manière systématique afin d’améliorer la performance énergétique.,http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06 | http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9,analyser des opérations commerciales | penser de manière critique
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0b4f100c-813d-4eec-8aa5-4227bb98c635,exigences législatives concernant les navires,released,knowledge,sector-specific," ","Conventions de l’Organisation maritime internationale (OMI) relatives à la sauvegarde de la vie humaine en mer, à la sécurité et à la protection du milieu marin.",http://data.europa.eu/esco/skill/243ffeb4-3395-4e39-9cf0-695be5b142aa | http://data.europa.eu/esco/isced-f/0421,droit maritime | droit
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0bca9840-478a-40fd-a6c3-c8cc923add98,élaborer des plans de gestion,released,skill/competence,sector-specific," ","Élaborer des plans de gestion pour maintenir les zones de pêche et l’habitat, ou les restaurer si nécessaire.",http://data.europa.eu/esco/skill/37272760-957a-4c34-b4f3-780ee285334d,"élaborer des plans financiers, commerciaux ou marketing"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0cf3117a-c627-48e0-8d55-65b0f4557ae5,appliquer des techniques durables pour le travail du sol,released,skill/competence,sector-specific," ","Appliquer des techniques durables pour le travail du sol, telles que le travail de conservation ou la culture en semis direct, afin de réduire au minimum l’incidence sur les sols.
   ",http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,cultiver des terres et des cultures
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d0fe364-462d-48dd-b54b-e972e2bdecb1,types de matériaux isolants,released,knowledge,cross-sector,types de matériaux d’isolation,"Les différents types de matériaux d’isolation, les cas dans lesquels ils doivent être utilisés ainsi que leurs avantages, risques et coûts.",http://data.europa.eu/esco/isced-f/0732,construction et génie civil
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d75a128-bd88-4c1b-b70d-8e963aeb490c,adopter des stratégies de réduction de la pollution,released,skill/competence,transversal," ","Appliquer des mesures visant à réduire la pollution de l’air, la pollution sonore et lumineuse, la pollution de l’eau et la pollution de l’environnement, par exemple en utilisant les transports publics, en ne laissant aucun déchet dans l’environnement naturel et en réduisant les émissions inutiles de lumière et de bruit, en particulier la nuit.
  ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,mettre en application des aptitudes et des compétences liées à l’environnement
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d7f5ea2-dee7-4d6f-9f1d-93772148e6f8,évaluer la gestion d’animaux,released,skill/competence,sector-specific," ","Évaluer la gestion d’un large éventail d’animaux, y compris les soins, le bien-être et l’environnement d’hébergement des animaux dans un zoo, un parc animalier, une écurie, une ferme ou une installation de recherche sur les animaux.",http://data.europa.eu/esco/skill/c5ff50d7-97d3-401e-90ac-e5ae756a52de,surveiller les conditions sanitaires des êtres humains et des animaux
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e0b8991-4b24-4bb8-9113-df3ce43c1ff9,donner des conseils sur des questions environnementales dans le secteur minier,released,skill/competence,sector-specific," ","Conseiller les ingénieurs, les géomètres, le personnel géotechnique et les métallurgistes en matière de protection de l’environnement et de réhabilitation des terres liées aux activités minières.
    ",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/8df86db8-dfcd-414b-854f-ad1cdb18d733 | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,conseiller d’autres personnes | communiquer sur l’incidence d’une exploitation minière sur l’environnement | prodiguer des conseils relatifs à des questions environnementales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e628dde-8d1b-4a1d-b973-a349fe1725c8,réaliser un contrôle de sédiments,released,skill/competence,sector-specific," ",Gérer les processus et les projets de contrôle des sédiments. Planifier des mesures de contrôle des sédiments pour éviter que les sols érodés ne polluent les cours d’eau avoisinants.,http://data.europa.eu/esco/skill/0779d482-4154-4fbb-9a22-d9fd89c39d67,"organiser, planifier et programmer des travaux et activités"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e78d9c9-7c3c-4c5c-82cb-205c16edbcb8,informatique verte,released,knowledge,occupation-specific," ","L’utilisation, de manière durable et respectueuse de l’environnement, de systèmes informatiques tels que la mise en place de serveurs et d’unités centrales de traitement économes en énergie, la réduction des ressources et l’élimination correcte des déchets électroniques.",http://data.europa.eu/esco/isced-f/0712,technologie de la protection de l’environnement
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e81fcff-2fb5-4c87-afc2-49b5e5d9db50,faire fonctionner une installation de biogaz,released,skill/competence,occupation-specific," ","Faire fonctionner des équipements qui traitent les cultures énergétiques et les déchets des fermes, appelés digesteurs. S’assurer que les équipements fonctionnent correctement dans la transformation de la biomasse en biogaz, qui est utilisé pour la production de chaleur et d’électricité.",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"exploiter des équipements ou systèmes de traitement de pétrole, de produits chimiques ou d’eau"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0f4cc60e-820e-439d-8810-31a2cc27ada6,utiliser des dispositifs de désinfection de l’eau,released,skill/competence,sector-specific," ","Utiliser l’équipement de désinfection de l’eau en utilisant différentes méthodes et techniques, telles que la filtration mécanique, selon les besoins.",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"exploiter des équipements ou systèmes de traitement de pétrole, de produits chimiques ou d’eau"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/101e6f4c-c892-4812-9e2c-f2b888771bb3,tester des pales d’éoliennes,released,skill/competence,sector-specific," ","Tester de nouvelles conceptions de pales éoliennes destinées à être utilisées dans des parcs éoliens, en veillant à ce qu’elles soient fonctionnelles et sûres pour une utilisation dans le parc éolien cible.
   ",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,installer des éléments en bois et en métal
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/108320f7-c8a1-4386-aed9-91054ab05619,élaborer des politiques agricoles,released,skill/competence,cross-sector," ","Élaborer des programmes pour le développement de nouvelles technologies et méthodologies dans l’agriculture, ainsi que pour le développement et la mise en œuvre d’une sensibilisation accrue à la durabilité et à l’environnement dans l’agriculture.",http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba,élaborer des politiques et de la législation
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/10ff3d22-1f29-48bc-98e4-63fc61c78034,partenariats sociaux,released,knowledge,sector-specific," ","La création de partenariats entre différents acteurs (entreprises, associations à but non lucratif ou organisations du secteur public) à travers lesquels ces derniers partagent des ressources et des connaissances en faveur d’une cause commune: en général, relever un défi social ou environnemental.
   ",http://data.europa.eu/esco/isced-f/0314,sociologie et études culturelles
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/111b9dad-b2e0-4b55-8d0f-2e41cb435f64,garantir l’absence d’effets nocifs d’additifs destinés à l’alimentation animale,released,skill/competence,occupation-specific," ","Veiller à ce que les additifs pour l’alimentation animale fassent l’objet d’une évaluation scientifique afin de déterminer s’ils ont des effets nocifs sur la santé humaine ou animale, ou sur l’environnement.",http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,se conformer aux procédures en matière de santé et de sécurité
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/114a79ef-1e62-475b-a862-954f5b4cca20,élaborer des procédures de gestion des déchets,released,skill/competence,sector-specific," ","Développer des équipements, des méthodes et des procédures qui peuvent être appliqués dans divers types d’installations de traitement et d’élimination des déchets afin d’améliorer l’efficacité des processus de gestion des déchets, de réduire l’impact environnemental et d’assurer la sécurité du personnel opérationnel dans la gestion des déchets.",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,élaborer des politiques et procédures opérationnelles | gérer des déchets
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/118796d8-28a3-4865-bcd0-d037f4abcc0f,coordonner l’environnement de serres,released,skill/competence,sector-specific," ",Être responsable de systèmes de chauffage et de refroidissement en serre. Collaborer avec le gestionnaire foncier et immobilier pour la maintenance des systèmes d’irrigation et des équipements d’horticulture.,http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,diriger des activités opérationnelles
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/128f318e-1bc8-4921-821f-b0aad1d98922,déterminer un système de chauffage et de refroidissement approprié,released,skill/competence,sector-specific," ","Déterminer le système approprié en fonction des sources d’énergie disponibles (sols, gaz, électricité, réseau urbain, etc.) et répondant aux besoins des bâtiments dont la consommation d’énergie est quasi nulle.
	",http://data.europa.eu/esco/skill/6ee936b0-4e0c-4e04-97c7-1f4ee9230d67,développer des objectifs et des stratégies
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/12d7ea6f-ec1f-4f9a-a50b-8e2e9693f068,transport de matières dangereuses,released,knowledge,sector-specific," ","Les règlements et procédures de sécurité qui interviennent dans le transport de matières et de produits dangereux, tels que les déchets dangereux, les produits chimiques, les explosifs et les matières inflammables.",http://data.europa.eu/esco/isced-f/1041,services de transport
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1565b401-1754-4b07-8f1a-eb5869e64d95,impact du changement climatique,released,knowledge,cross-sector," ","Comprendre l’incidence du changement climatique sur la biodiversité et les conditions de vie des végétaux et des animaux.
    ",http://data.europa.eu/esco/isced-f/0532,sciences de la terre
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/15c522eb-cd6d-4b00-9d95-db20c0f8df88,potentiel d’économies d’énergie des systèmes de changement de vitesse automatiques,released,knowledge,occupation-specific," ","Le potentiel d’économies d’énergie des systèmes de changement de vitesse automatiques, tel qu’une plus grande efficience et une meilleure anticipation des événements à venir.
   ",http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26 | http://data.europa.eu/esco/isced-f/0713,efficacité énergétique | électricité et énergie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/17446f6d-d8b0-4945-a37b-9ad0dfc9f3e8,concevoir un système de refroidissement par absorption solaire,released,skill/competence,sector-specific," ","Concevoir un système de refroidissement par absorption avec régénération solaire par des capteurs solaires à tube. Calculer précisément la demande de refroidissement du bâtiment afin de définir la puissance (kW) adaptée. Réaliser un modèle détaillé de l’installation, du principe, de la stratégie d’automatisation, au moyen des produits et concepts disponibles, choisir des produits adaptés.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,concevoir des systèmes ou équipements électriques ou électroniques
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/17447ce4-4c4a-4158-b1ea-03ed5364b4e8,gérer des plans pour le stockage de sous-produits biologiques,released,skill/competence,occupation-specific," ","Mettre en œuvre des méthodes et des procédures pour le stockage des sous-produits biologiques, conformément à la législation en vigueur et aux politiques en matière de santé et de sécurité. Suivre la mise en œuvre des plans et réagir aux problèmes potentiels.",http://data.europa.eu/esco/skill/26532713-d18f-4e5c-8365-1f57e00f8422 | http://data.europa.eu/esco/skill/e6eeb84c-ad99-42e2-b883-e6ce338aef59,gérer des opérations de stockage | planifier des opérations et des processus de production
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/186da517-9a3e-41cd-9158-4001e3694459,agriculture biologique,released,knowledge,sector-specific,agriculture bio,"Principes, techniques et réglementation en matière d’agriculture biologique. L’agriculture biologique (ou «écologique») est une méthode de production agricole qui met fortement l’accent sur la protection de l’environnement et l’équilibre écologique.",http://data.europa.eu/esco/isced-f/0811,culture et élevage
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/189777b9-6e95-4f76-b8db-f8e0f0477bc6,élaborer des stratégies d’irrigation,released,skill/competence,sector-specific," ","Planifier le déploiement de méthodes et de procédures d’arrosage des sols par des moyens artificiels, en tenant compte de stratégies pérennes en matière d’utilisation de l’eau.
 ",http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800,élaborer des politiques et de la législation | élaborer une stratégie pour résoudre les problèmes
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18d3f89a-6ac5-4ca6-bf93-0baec4e13bcd,installer des systèmes photovoltaïques,released,skill/competence,occupation-specific," ","Installer des systèmes qui génèrent de l’énergie électrique par la conversion de la lumière en courants électriques, l’effet photovoltaïque. Veiller au respect de la réglementation et à l’installation correcte du système d’alimentation photovoltaïque.",http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"installer et réparer des équipements électriques, électroniques et de précision"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/192f3ca9-2232-40d0-b241-387966ce2de8,législation sur le transport de déchets,released,knowledge,cross-sector," ","Règlementation et législation concernant le transport en toute sécurité de déchets, de produits et d’équipements dangereux et non dangereux.",http://data.europa.eu/esco/isced-f/0421,droit
